author,posted_on,rating,text
"Polly of Everett, WA",42481,1,"I am renting an apartment and the landlord pays the cable bill and charges us for the service. Basically, in essence, there is no cable when all through the day there are constant interruptions that never stop... If I watch a program and there is an engaging aspect of the show going on, it's always being stopped and missed with all of these constant video signal interruptions, and the digital squares bump up, and then it goes dark, only to momentarily try to show the show again, but then missed what was engaged that brought interest to the show. I hate cable. This goes on for weeks and weeks. I hate the expense for the horrible service that is always constant. Always video signal interruptions with a status code of 225. Nothing is ever fixed. Why do companies get away with charging so much money for that kind of service??? Is this how America is going to turn out to be? To be treated so poorly as a customer and as people? So disappointed... very disappointed. I can do without television."
"Don R  of Tucson, AZ",42480,1,"Comcast is HYPOCRITICAL using credit reporting agencies. While using this practice, Comcast refuses to contribute previous account information on behalf of any customer. Comcast WILL NOT use previous Comcast Customer's Account Information to determine eligibility opening an account. This is REGARDLESS of how good of a customer you were! I had 2 different subscriptions, NEVER missed a payment! Looks like you can miss a payment or more - Comcast doesn't care! Comcast does not use that info anyway!I am demanding, [EVERY COMCAST CUSTOMER SHOULD], Comcast enter previous Comcast Account information in the Credit Reporting Agencies! If Comcast is going to determine a customer's eligibility for an account, using a credit score from one of the three credit reporting agencies! Just tell Comcast if they do not then you will go to another service company. Remember if Comcast will not do as you want - YOU CAN CHANGE! Discrimatory practices for Not Wanting Credit - cash only. (ID Theft 2003 & 2004 - After Chapter 11 - MY debts cleared - Made choice never have credit again - Why make it easy for someone else?!)"
"Bill of Cape Coral, FL",42480,1,I called a few months ago about how HIGH my bill was getting and the agent indicated he could reduce it by enrolling me into this new program. He did and two bills later my charges were almost what I had been paying before. He lied about the final cost of the service. The service charge was lower but now the FEES were higher. Comcast is for the birds and I would never recommend them to anyone. It takes forever to get a REAL person on the line.
"H. of Colorado Springs, CO",42477,1,"I decided to try out Xfinity. I ordered internet and tv. Received the self-install kit. I stalled it but it failed to operate due outside not connected. I called and made an appointment for tech to come and connect. First tech showed, he could not fit it. Rescheduled, same thing happened. Rescheduled third time on Sunday afternoon. No show. They want to reschedule again and I said, ""Hell no. Don't need and want you."" Worse customer service. I don't recommend this company to anyone. CenturyLink much better. Returning everything tomorrow."
"Seun of Lanham, MD",42476,1,"I called Comcast customer service on Monday 4/11/16 to complain that my Internet service is super slow, which Jo, the agent's name, told me that my modem is outdated and I will have to upgrade it by either get their own rented modem at the rate of $10/monthly or buy a modem from Best Buy or any other stores. Which I asked him that ""How long will I have to pay the $10 for?"" So he replied me that as long as I use the modem which doesn't make sense because if I'm to use the modem for 4 years then I have to keep paying it, of which a modem could cost me $200. So I asked ""Can I get mine from Best Buy?"" And he said yes. I got one of the specific modems they listed on their Comcast compatible modems, NETGEAR model C300 modem from Best Buy.And I called them back on Thursday 4/14/16 to activate my devices but to my surprise after 4 hrs of back and forth calls one of their agent told me that the reason why they couldn't activate my TV cable Xfinity Service is because the modem I got is not 2-in-1 (wifi modem router) and he assured me that once I get a modem router that the service will be up and running. So today which is 4/15/16 I went back to Best Buy and exchanged the box with a 2-in-1 modem router and I called Comcast back. But for 5 hours, precisely 1 pm till 6 pm, they completely wasted my time and told me that the new modem does not support voice call, and I was like ""How has TV got to do with a phone service?"" And I requested that what else can we do to make it happen which the guy JEROME told me that I have to get another modem from theirs which means I will have to pay $10 a month and I will also have to pay $59.99 for a technician fee.Now what annoyed me was that they be ripping customers off with some unreasonable charges. If it is that compulsory to have a modem from you guys why not sell it or have the money paid for specific range of time? Why must it be a forever payment thing? That's a ripoff right there. Plus the fact that including their supervisor, and everyone that spoke to me are either bunch of liars or they don't know their JD 'cause they all gave me different information. They all are not in same page. I was like ""Isn't same database y'all pulling those info out?"" I really wanna curse y'all out but I just got to hold my breath, for wasting my time for 2 solid days and yet came up with a trash service option. It's so annoying and unrespectful to customers."
"Angel of Houston, TX",42475,1,"Comcast TOTALLY sucks. They are dishonest. Bad receptions. When you call them to fix receptions issues, it'll take forever. Then there is the phantom charges on top of charges that they tell they won't charge you for. You'll spend countless hours to fix your receptions and billing and still they end up owing you money. Better to go with AT&T."
"Harrison of Avon, IN",42475,1,"I'm not sure where to start, if it was possible to give zero stars I would. My problem started in January, it is now April. I had a good experience setting up my account and it was pretty simple, until problem number one. They forgot to send me my equipment, 3 weeks went by and I decided to call them and that's when I found it was never sent to me. They ended up getting everything to me then come to find out my house was set up for dish and I would need a technician to come out to get this fixed, of course they are so busy and weeks behind no one was available. The first lady I was speaking was pretty rude and I was losing my patience at this point. I then just told her to cancel my service and I'll send everything back.At this point it is now February and I was told my account was cancelled and I'll need to send everything back and my account would be adjusted. I sent everything back and received email confirmation that they had gotten it all back. I thought that was easy and went well, I was wrong. I then kept receiving monthly statements. When I would call, every single time I would have to explain the situation. Every single time I would get the same answer which was that it would be taken care of and it takes a few weeks to go through. Every time I was given a ticket number to give to the next person so I didn't have to go through the same thing over and over, that didn't even make difference I still had to explain everything to everyone.Most of the time I would get transferred from one person to the next. The latest phone call in the beginning of March I was told this was going to go to her supervisor and they would have a hearing and review it and I should hear back in a couple days. I never heard back. At this point I'm having a hard time understanding what is so difficult, I NEVER used the service and they got their equipment back in a few days. Why do I have a bill of 233 dollars??? I finally heard back today, from a collection agency. I have made a couple phone calls every month for the last 4 months to get this straightened out and now it's turned into a collection agency?I called Comcast right after I got this phone call and tried to be as polite as possible, I spoke with a lady named Debbie and she has promised me this would be taken care of and she would be calling back once she finds out more. I asked her what happened the last 6 times I have tried to fix this, her answer was nothing. I was informed that each time I called and was given a ticket number none of the Comcast employees did anything about it. How does this make any sense? It is beyond ridiculous and disappointing companies like this survive."
"Christine of Downers Grove, IL",42475,1,"We just moved into our new house and are trying to get a fence put in but have not been able to do so due to Comcast's cable lines running through our backyard. The wires are all exposed and pose a hazard to my family and pets. There is only one line running to our house. The other 10-15 lines are from other surrounding homes and business lines that are not ours. I have been trying to get in contact with Comcast for over a month now to get what is called a ""down barrier"". I have called over 6 times and put in multiple ""priority tickets"", and even had the Comcast technician who installed our new equipment call. I have been told numerous times that I would receive a callback in 24 hours, 48 hours, that someone would be out in 72 hours and NO ONE has ever called back or showed up.One employee actually forged our signature and signed off and saying that the ticket had been taken care of which is why our first two tickets were honored. I have given them over a month's notice to try to get this fixed. The fence is being put in tomorrow and now that I have finally gotten Comcast's attention (and someone fired in the process) they are saying I will be charged if anything happens to their cable lines and that they cannot be out until April 28th due to all the companies they must contact. As if that is my problem! I cannot even fathom how HORRIBLE Comcast's customer service is. I have been a loyal customer for over 5 years and pay a great deal of money for their service every month. It is absolutely ridiculous that they cannot even get someone you back. How can a company that large have such terrible customer service? They are, by far, the worst company to deal with."
"John of Spokane, WA",42475,1,"We have been fighting with this company's courtesy service department for 2 months now. I am at my wits end. Our voice services keep getting shut off and then back on weeks later, our TV boxes freeze. Kids Zone will not load and the remotes decide to do what they want whenever they want. We have never ever been late on our bills. We always pay early, there is no excuse for this. This company just does not care about their customers or the equipment. They are too concerned with trying to up their ratings with newest and greatest equipment. They did not take time to work out the bugs or their customer service skills. I hate their TV service with every fiber of my being. Internet is fantastic but every other product is shoddy and subpar."
"Debi of Corvallis, OR",42475,1,"Went to create an online log in to manage my account. The online system found my account but wanted to send a verification code to the phone number on file which is an old landline and not text capable. Thought I could find a solution using the chat feature. They were unable to help because, although I can provide all account details, they can't do anything without me verifying the account number or some code on my modem. I don't happen to carry those things around with me. I was also told that the last 4 digits of my ssn number that just worked online, were incorrect. This is internet/tv services, not a high security financial provider. It's on par with the garbage company. They should be able to look a person up and verify billing address etc to assist a person who doesn't happen to carry their bill around with them."
"scott of Branford, CT",42474,1,"As an executive with of a number of technologies companies I'm writing to you because if this happened to one of my customers I'd want to know about it. I'm also hoping this relieves my anger and disappointment with Comcast. On April 4th my wife contacted Comcast to discuss our Xfinity package. It was suggested that our Xfinity TV equipment could be upgraded and a service visit was scheduled. On Tuesday AM, Ryan, a Comcast service tech, came to our house. He replaced the digital TV equipment and departed. I shortly noticed that the phones weren't working. I called Ryan back on the work phone number he provided. He said he had disconnected our phone equipment on the understanding that we didn't have Comcast phone service. He said he would return at 4 pm that day to correct.At 4:00 pm when he returned he said he couldn't recall what cables he had disconnected in the garage. He questioned some equipment that Comcast had installed when we added Comcast phone service previously. He said he didn't have time to correct because of another call and asked if he could come back 8:00 am the following day. I said yes. 9:30 the following day I called his work phone. Ryan said he had forgotten about me but could come back at noon. I reminded him that I had changed my work schedule and would do so again because it was critical that our phones be up. We have very poor cell service at home and a small business operating out of the house that was without phones. He said he'd be there at noon.Noon, no show. Texted and called without response. Finally at 1:30 Ryan responded that he wasn't going to make it but would ask someone else to come out. Checked back with him a couple more times without a response. At 5:00 pm I called Comcast 800# and was told a service visit was scheduled for 4:00-6:00 pm. No one showed. 8:00 pm that night I called Comcast again and was told that we had a service visit scheduled for Sunday 10:00 am. I told the person that was unacceptable for several reasons and we need to do better. He offered a $40 credit, which I said was irrelevant and asked to speak with a manager. The supervisor came on the line. I explained the situation and he said he would try and get someone out sooner. After 30 mins on and off hold he came back and asked if we were a multi-family home or property manager. I said ""no, single family that has been a Comcast customer for 10 years."" He said he would need to send me over the multi-family property. I repeatedly asked him not to do that because I had no hopes they could help and simply needed an appointment sooner. He said he could be trusted and tried to get them on the line but couldn't. He gave me a ticket # for the current escalated issue and said someone would call back within 2 hours guaranteed. I told him we were on Eastern time but I would stay up to wait. No call ever came.My wife called the next day. We were told the service visit was still scheduled for Sunday. She was on the line for some time trying to get it moved up. She was told someone would need to call back to reschedule and that would take place within the house. No call ever came. Friday, she called and we were told soonest possible was Sunday 10:00 am. We decided to wait.Sunday AM, I'm waiting around for the service tech. At 10:30 I called Comcast and hear on the automated system that we have no visits scheduled. Reached a person and that was confirmed. After explaining the situation they transferred me to the phone and internet department. I spoke with someone and reviewed the situation in detail. Was told again that phone problems take precedent and this didn't make sense based on our experience. She explained that the service call was cancelled on April 9th but couldn't say why but asked if we had cancelled it. I was speechless. I confirmed with her that we are listed as a single family home and she said she didn't understand why a supervisor couldn't get us a visit sooner. She transferred me to tier-2. I worked with a new person who explained that the soonest they could get someone to us would be Wednesday. I said that I couldn't accept that. After some time on hold that was changed to Monday 9:00-12:00 am. Monday AM 2 service techs arrive and fix the problem in 5 mins by reconnecting the wiring properly. Comcast has achieved converting a loyal customer who uses all Comcast services for home and business into someone who will be reviewing other options. I know you have complex systems and products but the complete lack of respect and execution are beyond comprehension. Whether my accounts remain with Comcast will be based on a response from an executive within your company."
"Milton of Westminster, CO",42473,1,"In general most companies who offer a service to the public struggles with providing world class customer service. My company is no different. There are many contributing factors that plays into companies not being able to obtain such lofty goals. Factors like the employee pool companies have to hire from. There is also poor management decisions making that don't always lead to providing the best customer service. However, after my recent experience with Comcast I find it hard to believe that there is another company out there who provides worst customer service as they do. Back in February I was forced to get Comcast service because my apartment complex switched their cable service to them. I signed up for their deal which meant I had to keep the service for a year. In March I move out of the complex. I called up Comcast and let them know I would be discontinuing their service because I was moving to a new location. I let them know that a different TV provider was already available at my new location therefore I would no longer be need them. I let them know there would be an early termination fee. I was given the termination fee amount plus what I owed on my final bill for the service I had. I paid the bill on March 27th and I turned my equipment in on March 28th. When I turned my equipment in, to my surprise, I was told I would receive a $71.00 refund. On April 8th I received a new billing statement from them. My bill was $32.62. I called them and ask for an explanation for the bill. At first, I tried the chat route, which was pointless because they don't have access to any notes that are placed on an account. I then called their billing department. I was told that I should have to pay the $32.62 because I moved to a location that already had TV service available. I was then transferred to their win back department to get my issue resolved. That agent was even more clueless than the first two agent I spoke with. She was very unrelenting in her position that I was not going to get a refund and I had to pay the $32.62 bill. Problem is at that point I didn't even want the refund anymore. I was more concerned about how I had been provided with misinformation by at least four different agents. I also wondered why there were never any notes on my account from the previous times I had called in. Again, the agent was not very apologetic at all. Her only comeback was that I was responsible for the $32.62. I have since paid the bill but because of the agent's lack of empathy and Comcast sense of disorganization (one department not know what the other department is doing) I will never use their service again even if I have to pay double for another service provider."
"Janice of Fresno, CA",42473,1,"First, a little personal information. I am disabled and on a fixed income. I can't afford cable TV and need Internet to keep in touch with the outside world -- this isn't a luxury item for me. I signed up with Comcast Xfinity online, bought a modem, and scheduled an installation for Monday, April 4, 2016. I get a reminder call about the appointment and the technician showed up on time -- things are looking promising. After looking around the tech discovers that there isn't actually any wiring to my unit -- something Comcast was already aware of, I found out later. He tells me that someone will have to come dig a trench and run a line from the nearby box. He also says that it shouldn't take long, and his supervisor says to call Comcast if I haven't heard from them in 3-4 days. When I don't hear anything I use Comcast's online chat function on 4/7/2016 only to find out that nothing has been done and there are no notes in my file as to what needs to be done. The first rep is clueless but the second finally seems to get it and sets up an appointment for the next day which she promises will be for both the digging and installation. Of course when the technician shows up on 4/8/2016 he hasn't been told that this is anything but a simple install and can do nothing. At this point I start calling Comcast and raising hell. Each time I call I speak to a different person and each tells me a slightly different story.Hope appears on Sunday 4/10/2016 when, after more fruitless calls, I am called by a very nice Comcast woman whose job is resolving big Comcast ** (not her words). She is sympathetic and apologetic and seems genuinely determined to get everything sorted out for me. She says she'll get the process going that day and vows to keep in touch. She also tells me that I can reach her through their main number.The following day I hear that things are in the system to get the survey, trenching, and installation done, but no appointments have been made yet and I don't get any of this information directly from my ""fixer."" Today, 4/12/2016 I've spoken to five different people at Comcast, none of them my supposed fixer. When I ask to speak to her Comcast says they can't transfer me to any specific person, so apparently she was lying to me too.The current word on my installation is that they'll send surveyors out tomorrow (April 13) and then the ""outside drop"" or cable laying on April 20th, sixteen days after the first attempted installation date. The actual installation date will come sometime after the drop, but they refuse to set a date because, well, the outside drop might not be done correctly and then Comcast would have to cancel the appointment -- which would be inconvenient for them. God only knows if any of these appointments will go as planned (apparently even Comcast isn't sure). I have informed Comcast that I'm done talking to multiple people and if anyone but my fixer calls I'm hanging up on them. I'm betting they keep calling. I know that filing this review will not affect Comcast in the slightest, but maybe the weight of terrible customer reviews will save at least a few people from signing up. If I had another feasible option I'd jump on it in a minute. There aren't words enough to say how much I hate Comcast at this point."
"nicole of Owings Mills, MD",42473,1,"I called to speak to someone about my account and the first rep was unable to assist me. They transferred me and had me on hold for 30 min until I hung up. I called back again, and explained my frustration to the second rep who never apologized and stuck me right back into the queue. Then I was on hold for 45 min until a recording came on and said that the call center was closed and to call back another day. The phone then hung up on me. Worst ever!!! I despise Comcast! They changed their name but left the same horrible service! I wish I had another option at my community!"
"daniel of Bennington, VT",42472,1,"After several months of increased fees and cost and failed attempts to reduce the Comcast cost, I was forced to cancel their service. During this conversation I was given a date it would be cancelled and told that my e-mail would still be good for 60 days. 6 days later, my e-mail access was denied. After numerous hours, phone calls, text conversations and visiting a store 60 miles away, the only thing Comcast can say is that they made a mistake, that the communication of their representatives was uninformed and that they can do nothing to restore my 5 years of lost e-mails stored. One representative told me he could offer a reduced price to sign back up with them while another told me he could do nothing unless I provided proof of who I was and a death certificate proving that my mother died as her name was on the account. Unimaginable statements that you simply can't make up. 2 customer service representatives stated that they are in agreement that their company's approach is unethical and lacks any compassion for the customer. I was given the name and number of the manager for customer service in the regions... Sheri ** in Philadelphia. Her number is **. I called several times, left messages and she never returned my calls. Not once.They have cost me countless hours of my time, lost tickets that I cannot retrieve for a scheduled chaperoned trip with my daughter and her schoolmates to DC as well as lost business/personal information that I simply can not replace. The stress, frustration, and disbelief of how I've been treated and how my situation was handled is through the roof. They lie, have no idea how to solve difficult problems and seem indifferent to real issues. I am hoping the Mr. Roberts, the CEO reads this as well as his recently appointed customer service VP, Charlie Herrin. If they do, they would have the decency to look into this debacle."
"Clarice of Avondale Estates, GA",42470,1,"From the very start I have had billing problems with Comcast. They do not try to correct their oops up just tries to fast talk you as if you are that dumb and not listening. When I first received my equipment in the mail I installed it correctly but did not get a signal. I called Comcast. The rep tried sending a signal and it failed. I was told since it was a problem on their end I would not be charged for a tech to come to my home, well I was. The tech comes out and the jack that is in the room with the TV does not work so the cable was ran to a different room. The tech ordered a tech to come out the next day to fix the jack. I asked the tech ""would I be charged for this?"". He stated ""NO"", I was. I called customer service after seeing my online bill. Got the run around from the rep. Had to ask to speak to a manager. The manager did not want to honor the false information given by their employees. All she did was half off. No fair because I would had the extra fees if it was not for their people but fine I settled. I go online and pay my bill in full now. I have a bill showing I had previous unpaid fees as well as the charges for them sending techs out that were on the first bill that I paid. I'M DONE! Comcast has just lost a good paying customer. I advise people to stop dealing with Comcast and maybe they will get their act together and start valuing their customers that keep them in business."
"Tia of Indianapolis, IN",42470,1,"I walked in Comcast cable store on April 8, 2016. Paid $350. Walked out with my boxes. Was told to come home. Hook them up. Call to activate. I called said I had to pay $158 more. They want my bank card number I said ""no"". Walk back in the store the next day. On their end it's on here so my bill going. Said I had to call the 1800 number back. Nothing store can do. Call them back. Got to so once again for 3 hours - got nowhere. I did well - I got to come out on Sunday 2-4. It's now Sunday. Waited all day - nothing. Called. Was on hold for 1 hour to hear them say ""It's on April 18"". A week and a half of giving you guys $350 and I am getting nothing. Everyone don't get Comcast. They take your money and don't give you service or your money back. I will contacts attorney."
"Erin of New York, NY",42470,1,"I cancelled my service within the time frame to receive MY 30-day money back guarantee. This April and I still have not received my check. I've talked to several customer service representatives and all confirmed that it would be in 4-6 weeks. However, it's been two months now! When I called today the representative told me it was NEVER sent. What do you mean it was never sent??? HOW CAN YOU OPERATE A BUSINESS LIKE THIS? NO ONE IS ON THE SAME PAGE. So if you expect to work with a company of integrity, this is not the one. DO NOT TRUST THEM. If you work for Comcast quit. You are more than a crappy business with a terrible process."
"Dave of Eagan, MN",42469,3,"When watching Comcast television shows I sometimes need to use the on-demand feature to catch up on the show I missed. When doing this I take note of the length of the show and whether the show can be fast forwarded through commercials. I try to not watch shows that can't be fast forwarded but occasionally it's necessary. If I wait more than a week, some shows have less commercials and show up as a shorter time than they had when originally aired. Lately I've noticed that Comcast lies about the length of the shows it shows on on-demand. One hour shows are presented as 45 minutes, but when viewed, the on-demand show continues to stretch out in time to 55 to 56 minutes in length. They pretend to cut commercials but really do not. I suppose this stops a lot of people from buying DVR's."
"Linda of Sugar Land, TX",42468,1,"I signed up with this internet service just 3 weeks ago. This business and its employees have done the following negative things in just this short time: It took 10 days to set up my service because Comcast stated that someone else had service at my address, although the residence had been vacant for the past three months. A service technician set up my email, with a password, and answer to a special question without giving me the information. Took over one half hour, via phone, to resolve this matter since I did not have the password or answer to the question. Why would someone even do this? Another service technician came to my apartment building to set-up service for my neighbor. He cut my internet in the process and I was out internet for four days, which caused me lost wages due to internet being necessary for my business.After speaking to a Comcast employee via phone about the above problem, I was told I would receive a call from someone shortly. No one in fact did call back. When I finally called, I found out someone set up an appointment for me without telling me or contacting me in any way. After 4 days of no service, I finally interacted with an employee who was both intelligent and courteous. He told me about the connection problem and fixed the problem. However, I then saw a $70 charge for the visit. The phone employee stated that the charge was valid and that they are not responsible for wiring. After explaining the situation, the employee did remove the charge, but only because it happened within the first 30 days of receiving service.There have been more issues than the above, but those are the most egregious. I researched any and all internet service providers in this area and would have gone with any other service if there had actually been an option. After I move from this location, I will never again use this service unless once again I have no option."
"Robert of Ft Lauderdale, FL",42468,1,"I've never experienced such shady practices with a corporation before. I purchased an internet plan online that apparently never existed. I never received a receipt for my order, which is very unprofessional. The customer service is useless in getting anything accomplished and I feel like I have no choice but to stick with this POS company. I'm really at a loss for words at how badly I've been treated."
"Janis of Warrenville, IL",42467,1,When they started work to replace cables - they were out in the neighborhood at 10 p.m. the Saturday before Easter! Walking around people's yards! When they came out to begin work they left my gate open because it wasn't repaired correctly last fall. Instead of doing anything about it they left the gate banging in the wind! I had to climb through mud to put a brick in front of it. I called Comcast and they said a note would be on the file so the workers wouldn't leave the gate open! The next day another team was out (these are all agents of Comcast). Again the gate was left open! Again I had to walk through the mud to put the brick in front of the gate. Today is Thursday and again the brick isn't in place and crap was left in the yard. I was told someone would be here by 3:30 and it is now 6 P.M. NOBODY HAS COME! I'm now going to file a complaint with the BBB. If someone doesn't get here tomorrow I'm filing a police report!
"Arthur of Westminster, CO",42467,3,"When cable first hit the scene the most amazing thing for many people was the omission of commercial advertisements. Now Comcast charges out the ** for even basic internet service and yet they bombard their users with advertisements. Now we all know that Comcast is being afforded special compensation from the government. Our corrupt elected officials and their appointed lackeys are allowing this cable mega-giant to financially rape the general population. I as with many other people opted for elimination of telemarketing years ago. Each and every time I pay my Comcast bill I feel as though I should be filing a police report for the abuse. If I have to pay these high costs for service, I should be afforded the right to block advertisements at my discretion without impacting the quality of service provided."
"felicia of Indianapolis, IN",42466,1,"I was a new customer to Comcast for their cable services. Will all begin with I moved to a new address and I had a scheduled appointment to have it transferred the next day after I move. Well, while I was at my old address still moving and cleaning items out of my old address, a Comcast technician showed up and I asked the technician, ""Aren't you at the wrong address?"" And he proceeded to tell me that this is where the new service was set up at. Which sounded kinda awkward knowing that I set an appointment to have the services transferred to my new address and I asked the technician, ""How can you install new services when the services are still on here?"" All I need to have them transfer it to my new address.So the technician called the customer service on his phone and explain to the representative on the phone that there was a mistake made and I need to be corrected. She spoke to me directly on the phone and reschedule my appointment for the next day even though I asked her, ""Since the technician was already here and I'm only two streets from our old address, can he come over to transfer the service that he's already over in the area?"" She told me, ""No."" So I left it at that. The next day my second scheduled appointment the technician again went to my old address which I thought was hilarious because this is what happens at the first appointment so I called Comcast again and they assured me that they will take care of the issue. They're not really sure why that happened a second time so this is day number for no services.New appointment was scheduled and guess what? The same thing happened again. By this time I am like, what is going on with this company? The next attempt they didn't show up for my services again that they said that there was services in my home. What? Then they told me that the services was in someone else's name but it wasn't me, what? I just could not believe that all these things can happen with one company. Of course again has a call to find out what is the issue. Now why there's not a technician 5th time? Well the customer service again said they will send someone else out to install my cable services. By this time, I'm just like this is outrageous all I want is my services up and running. Well on the phone for another hour and clarifying that everything is correct I proceeded to say, ""Okay let's give him another shot here,"" 'cause I really want to go to another company. Well this time he didn't show up again so I spoke to another customer service rep which I thought was really good at trying to get all my questions answered but before they even have my cable service is up she's offered me more products and I was like, ""Excuse me but can I get my cable services on first then ask me if I wanted anything else?"" It was like okay another 2 hours dealing with another customer service rep from Comcast. The next day I come home to more boxes from Comcast boxes I can't even use because my service isn't on. Insane, I know. Well this is now a 7th time. Guess what? Finally there's a technician and he proceeded to install my cable services until he tells me, ""Well now we have to run. Oh my new bill line in your home that's going to be a $30 charge."" Are you serious? After all the stuff I went through with customer service you will turn around and charge me more money on a job you guys suppose to do weeks ago. ""Fine,"" I said. I'll pay for it just please get the service is up and running. Then they were up and running. What's in 1 hour, my cable services went down. The two boxes in my bedroom with both froze up. This is ludicrous! What is that hell going on with this company? So now I have to waste more time call them back which I did and they said they will send someone out in two days. Anyhow if they would credit my bill for $20? What only $20? I've been trying to get this thing up and running for weeks and all you offer me is $20 off my bill. I thought it was $20 if they didn't come or if they're late, so I should have over $100 taken off my bill for the services. Okay by this point I am furious. I contact customer services complaints who Comcast which they reached out to me to try to correct the issue which I was kinda happy to hear because I wasn't getting any feedback about my issues with my cable services and they offered me a whopping $30 off my bill. I thought it was a joke so now in total that's supposed to be $50 off my bill but guess what people I only got $30 off my bill the other $20 I was promised by the other rep didn't happen.Well then my first bill came and guess what is a whopping $228. What I've had my services on for only 17 days and I have a bill of $228. This is too funny and the bills of a partial services I wouldn't have paid $175 within the next week then I have a new bill that came out and new bills $422. What in the world are they charging me for? So I looked at the bill they have me charged for five boxes and I only have 3 and 2 boxes they're charging me $20 a piece. What is going on with Comcast? I have had it I am now cancelling my cable services with them. This has the worse customer service.How can they continue to make the same mistakes over and over then turn around and charge you double of what your services are? I only had 135 channels plus Stars channel paid an additional $15 just for the HBO. These customer service rep should not be in this business. No longer will I deal with bad customer service. I am done dealing with Comcast in there have cited services so I am now putting my business over to DirecTV. What they are offering more channels for $100 less. So goodbye Comcast. Hello DirecTV."
"Teresa of Sherwood, AR",42466,1,"Comcast has NO CUSTOMER SERVICE. They are trained people who read what is required. Their system requires you to be on the phone handed off several times until you get to a person who makes promises of a package that is never delivered. Most of the people I believe aren't US Citizens because of their accents. There is a language barrier, a lack of respect. They will interrupt and have a rude undertone while reading ""polite"" scripted words that are untrue to their demeanor. It's obvious that they don't care and hand you off a million times, hoping you get frustrated and hang up. They lie to meet quota and I only hope that my area will have more cable options in the future."
"yvette of Scranton, PA",42465,1,"I am so disgusted with Comcast. You have come to PA, taken over and now have removed channels (yankee) - channel from the guide. Don't understand how you are saying they are charging you so much when you are doing the same to your customers. How sad this is becoming with Comcast doing whatever you want and we are being charged so much for your service. So the channel is charging you for something your customers enjoy and you are doing to us what you say they are trying to do to you. So sad."
"Marie of Hollywood, FL",42464,1,COMCAST IS CHARGING ME FOR CHANGING PROGRAM WHEN I MOVED ALTHOUGH I ASKED TO REMAIN ON THE SAME PROGRAM AS BEFORE. They told me they would remove that charge and now refuse to do so. They are a very crooked company. They should be put out of business.
"Daniel of Deptford, NJ",42464,1,"Buyer beware, I got new services yesterday and today I get a call about a very old bill and was told if that bills not paid in full my services would be cut and immediately they were. Corporate stated they are powerless against the collection team and can do nothing. Unbelievable. They should be put out of business for that kind of customers treatment."
"Bridget of Montgomery, IL",42464,1,Unfortunately where I live I have Comcast cable äóñ not only is it ridiculously overpriced but the service is terrible. A few weeks ago I started losing all of my HD channels. I contacted Comcast to report the problem and of course the customer service representative could not figure out the problem and said a technician needed to come to my house. I specifically asked if I was going to be charged for this since it was an issue with the cable and was told that as long as the problem was due to the cable and not the wiring in my house there would be no charge äóñ even though they were attempting to have me add some ridiculous protection plan. Technician comes out and has to change the boxes again (second time in less than 2 years) and lo and behold I get my bill which has a charge for the technician. Of course I contact Comcast again only to speak to another customer service representative and a supervisor who cannot help me even though they can see that I didn't sign anything stating I would be charged and that they understand I was told I wouldn't be charged but there is nothing they can do about it. The customer service is terrible and apparently no one who works at Comcast is able to provide answers or assistance.
"Niomi of Spanaway, WA",42463,1,"Xfinity tries to deceive you by their commercials that say you can do all this cool crap with their X1, but it freezes CONSTANTLY! Here's an idea! Don't come out with a product unless it is able to function properly. I have to unplug the box at least once a day just to get it to half a** work again. We pay $150 a month for cable that barely works! I think this company might actually give me a heart attack because my blood literally boils every time this darn thing acts up!"
"Artist of Decatur, GA",42463,1,"Having only 2 options to choose from in tv and internet service providers is close to a monopoly... Comcast has the worst possible customer service I've ever experienced, and the other company is not far behind. Comcast isn't even interested in meeting minimal customer service... they are just interested in profits! Look carefully at your monthly bills, Comcast sneaks fees and charges, so beware!! What the tv and wireless industries needs are a few companies who care about their reputation as moral, honorable and socially conscious businesses who give a damn. Anyone out there?"
"Eric of Miami, FL",42462,1,I have been experience service outages in my area. The worse thing about the situation is that when you call they tell you everything is working and that the problem is with the connections in your home. After several calls they finally admit that there was an outage. This company's DNA consist mainly of lying to their customer.
"MD of Miami Gardens, FL",42462,1,"I scheduled a service visit because my Comcast internet and phone service is out more than it is working. My house number is clearly displayed and there were two vehicles parked in the front yard. I was waiting and watching for the technician's arrival. The technician arrived at my home - backed into my driveway - and never got out of the vehicle, made no attempt to approach my front door or make contact with anyone in the house. I thought he/she was gathering items and preparing to get out of the vehicle, so I anticipated a knock on the door. After a few minutes I went to the door to check, and the technician began to pull away from the driveway. I ran outside and the technician continued to drive away. I immediately contacted Comcast to advise of this incident. I spoke with someone in a call center in another state who couldn't help me. There was no supervisor to speak with, no recourse except to reschedule another appointment at my inconvenience! I received a voice message from Comcast stating that because I missed the technician I must reschedule. Customer service from Comcast is non-existent!"
